id,cliente_id,cierre_caja_id,numero_pedido,fecha_pedido,hora_entrega,estado,total,origen_pedido,notas,mes,mes_nombre,dia_semana,semana,semana_anio,es_fin_semana,trimestre,es_fecha_especial,es_cancelado,es_entregado,hora_entrega_num,monto_pagado,n_pagos,metodo_pago_prin,estado_pago_fin,riesgo_cobro,es_pago_digital,n_items,n_productos_dist,subtotal_det,canal_cliente,tipo_cliente,antiguedad_cliente,diferencia_pago,ticket_por_item,total_norm,monto_pagado_norm,diferencia_pago_norm,ticket_por_item_norm,n_items_norm,n_productos_dist_norm,hora_entrega_num_norm,antiguedad_cliente_norm,subtotal_det_norm,estado_cod,origen_cod,metodo_pago_cod,estado_pago_cod,tipo_cliente_cod,canal_cliente_cod
391,22,134,PED-20240603-391,2025-06-03,07:00:00,entregado,24000,whatsapp,,6,Jun,1,23,23,0,2,0,0,1,7,24000.0,1,efectivo,confirmado,0.0,0.0,5,3,24000,otro,empresa,360,0.0,4800.0,0.134426,0.153846,0.0,0.026804,0.4,0.666667,0.0,0.857143,0.134426,2,2,2,0,0,0
392,17,135,PED-20240604-392,2025-06-04,10:30:00,entregado,120000,whatsapp,Para regalo,6,Jun,2,23,23,0,2,0,0,1,10,120000.0,1,nequi,confirmado,0.0,1.0,3,1,120000,whatsapp,individual,338,0.0,40000.0,0.763934,0.769231,0.0,0.752577,0.2,0.0,0.75,0.071429,0.763934,2,2,3,0,1,2
393,4,135,PED-20240604-393,2025-06-04,10:30:00,cancelado,28000,whatsapp,Llamar antes,6,Jun,2,23,23,0,2,0,1,0,10,0.0,0,desconocido,sin_pago,0.0,0.0,1,1,28000,whatsapp,individual,337,28000.0,28000.0,0.160656,0.0,0.233333,0.505155,0.0,0.0,0.75,0.035714,0.160656,0,2,1,3,1,2
394,14,135,PED-20240604-394,2025-06-04,11:00:00,entregado,156000,manual,Llamar antes,6,Jun,2,23,23,0,2,0,0,1,11,156000.0,1,efectivo,confirmado,0.0,0.0,3,1,156000,whatsapp,individual,359,0.0,52000.0,1.0,1.0,0.0,1.0,0.2,0.0,1.0,0.821429,1.0,2,0,2,0,1,2
395,4,136,PED-20240605-395,2025-06-05,09:00:00,entregado,47500,whatsapp,Decorar la caja,6,Jun,3,23,23,0,2,0,0,1,9,47500.0,1,daviplata,confirmado,0.0,1.0,2,2,47500,whatsapp,individual,337,0.0,23750.0,0.288525,0.304487,0.0,0.417526,0.1,0.333333,0.5,0.035714,0.288525,2,2,0,0,1,2
396,3,137,PED-20240606-396,2025-06-06,10:30:00,entregado,78000,whatsapp,Pago contra entrega,6,Jun,4,23,23,0,2,0,0,1,10,78000.0,1,nequi,confirmado,0.0,1.0,3,1,78000,otro,individual,358,0.0,26000.0,0.488525,0.5,0.0,0.463918,0.2,0.0,0.75,0.785714,0.488525,2,2,3,0,1,0
397,12,137,PED-20240606-397,2025-06-06,09:00:00,entregado,22500,whatsapp,Llamar antes,6,Jun,4,23,23,0,2,0,0,1,9,22500.0,1,nequi,confirmado,0.0,1.0,3,1,22500,whatsapp,individual,353,0.0,7500.0,0.12459,0.144231,0.0,0.082474,0.2,0.0,0.5,0.607143,0.12459,2,2,3,0,1,2
398,1,138,PED-20240607-398,2025-06-07,07:00:00,entregado,35000,otro,Con tarjeta feliz cumpleaños,6,Jun,5,23,23,1,2,0,0,1,7,35000.0,1,nequi,pendiente,1.0,1.0,2,2,35000,whatsapp,individual,360,0.0,17500.0,0.206557,0.224359,0.0,0.28866,0.1,0.333333,0.0,0.857143,0.206557,2,1,3,1,1,2
399,22,138,PED-20240607-399,2025-06-07,08:00:00,entregado,9000,whatsapp,,6,Jun,5,23,23,1,2,0,0,1,8,9000.0,1,transferencia,confirmado,0.0,1.0,2,1,9000,otro,empresa,360,0.0,4500.0,0.036066,0.057692,0.0,0.020619,0.1,0.0,0.25,0.857143,0.036066,2,2,4,0,0,0
400,20,139,PED-20240608-400,2025-06-08,08:00:00,entregado,52000,whatsapp,,6,Jun,6,23,23,1,2,0,0,1,8,52000.0,1,efectivo,confirmado,0.0,0.0,1,1,52000,whatsapp,individual,340,0.0,52000.0,0.318033,0.333333,0.0,1.0,0.0,0.0,0.25,0.142857,0.318033,2,2,2,0,1,2
401,19,139,PED-20240608-401,2025-06-08,08:30:00,entregado,84000,whatsapp,Llamar antes,6,Jun,6,23,23,1,2,0,0,1,8,84000.0,1,nequi,confirmado,0.0,1.0,3,1,84000,whatsapp,individual,337,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.25,0.035714,0.527869,2,2,3,0,1,2
402,5,139,PED-20240608-402,2025-06-08,11:00:00,desconocido,35000,whatsapp,Para regalo,6,Jun,6,23,23,1,2,0,0,0,11,35000.0,1,nequi,rechazado,1.0,1.0,1,1,35000,whatsapp,individual,349,0.0,35000.0,0.206557,0.224359,0.0,0.649485,0.0,0.0,1.0,0.464286,0.206557,1,2,3,2,1,2
403,11,140,PED-20240610-403,2025-06-10,08:00:00,entregado,26000,whatsapp,Para regalo,6,Jun,1,24,24,0,2,0,0,1,8,26000.0,1,transferencia,confirmado,0.0,1.0,1,1,26000,whatsapp,individual,336,0.0,26000.0,0.147541,0.166667,0.0,0.463918,0.0,0.0,0.25,0.0,0.147541,2,2,4,0,1,2
404,23,140,PED-20240610-404,2025-06-10,11:30:00,entregado,48000,whatsapp,Pago contra entrega,6,Jun,1,24,24,0,2,0,0,1,11,48000.0,1,daviplata,confirmado,0.0,1.0,3,2,48000,whatsapp,empresa,355,0.0,16000.0,0.291803,0.307692,0.0,0.257732,0.2,0.333333,1.0,0.678571,0.291803,2,2,0,0,0,2
405,19,140,PED-20240610-405,2025-06-10,10:00:00,entregado,36000,whatsapp,,6,Jun,1,24,24,0,2,0,0,1,10,36000.0,1,nequi,confirmado,0.0,1.0,2,2,36000,whatsapp,individual,337,0.0,18000.0,0.213115,0.230769,0.0,0.298969,0.1,0.333333,0.75,0.035714,0.213115,2,2,3,0,1,2
406,19,141,PED-20240611-406,2025-06-11,07:30:00,entregado,120000,whatsapp,,6,Jun,2,24,24,0,2,0,0,1,7,120000.0,1,nequi,confirmado,0.0,1.0,3,1,120000,whatsapp,individual,337,0.0,40000.0,0.763934,0.769231,0.0,0.752577,0.2,0.0,0.0,0.035714,0.763934,2,2,3,0,1,2
407,2,141,PED-20240611-407,2025-06-11,10:30:00,entregado,26500,whatsapp,Con tarjeta feliz cumpleaños,6,Jun,2,24,24,0,2,0,0,1,10,26500.0,1,nequi,rechazado,1.0,1.0,3,3,26500,otro,individual,362,0.0,8833.33,0.15082,0.169872,0.0,0.109966,0.2,0.666667,0.75,0.928571,0.15082,2,2,3,2,1,0
408,21,141,PED-20240611-408,2025-06-11,08:30:00,entregado,46000,whatsapp,Para regalo,6,Jun,2,24,24,0,2,0,0,1,8,46000.0,1,efectivo,confirmado,0.0,0.0,3,2,46000,presencial,empresa,351,0.0,15333.33,0.278689,0.294872,0.0,0.243986,0.2,0.333333,0.25,0.535714,0.278689,2,2,2,0,0,1
409,13,142,PED-20240612-409,2025-06-12,10:30:00,entregado,52000,whatsapp,Para regalo,6,Jun,3,24,24,0,2,0,0,1,10,52000.0,1,transferencia,pendiente,1.0,1.0,1,1,52000,whatsapp,individual,345,0.0,52000.0,0.318033,0.333333,0.0,1.0,0.0,0.0,0.75,0.321429,0.318033,2,2,4,1,1,2
410,8,143,PED-20240613-410,2025-06-13,11:00:00,entregado,41000,whatsapp,Decorar la caja,6,Jun,4,24,24,0,2,0,0,1,11,41000.0,1,daviplata,confirmado,0.0,1.0,2,2,41000,presencial,individual,345,0.0,20500.0,0.245902,0.262821,0.0,0.350515,0.1,0.333333,1.0,0.321429,0.245902,2,2,0,0,1,1
411,23,143,PED-20240613-411,2025-06-13,09:30:00,entregado,78000,whatsapp,,6,Jun,4,24,24,0,2,0,0,1,9,78000.0,1,nequi,confirmado,0.0,1.0,3,1,78000,whatsapp,empresa,355,0.0,26000.0,0.488525,0.5,0.0,0.463918,0.2,0.0,0.5,0.678571,0.488525,2,2,3,0,0,2
412,25,144,PED-20240614-412,2025-06-14,11:00:00,entregado,35000,whatsapp,Con tarjeta feliz cumpleaños,6,Jun,5,24,24,1,2,0,0,1,11,35000.0,1,transferencia,confirmado,0.0,1.0,1,1,35000,whatsapp,empresa,343,0.0,35000.0,0.206557,0.224359,0.0,0.649485,0.0,0.0,1.0,0.25,0.206557,2,2,4,0,0,2
413,2,145,PED-20240615-413,2025-06-15,08:30:00,entregado,40500,whatsapp,,6,Jun,6,24,24,1,2,1,0,1,8,40500.0,1,efectivo,confirmado,0.0,0.0,2,2,40500,otro,individual,362,0.0,20250.0,0.242623,0.259615,0.0,0.345361,0.1,0.333333,0.25,0.928571,0.242623,2,2,2,0,1,0
414,15,145,PED-20240615-414,2025-06-15,09:00:00,desconocido,84000,whatsapp,Decorar la caja,6,Jun,6,24,24,1,2,1,0,0,9,84000.0,1,daviplata,confirmado,0.0,1.0,3,1,84000,whatsapp,individual,337,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.5,0.035714,0.527869,1,2,0,0,1,2
415,25,145,PED-20240615-415,2025-06-15,10:00:00,entregado,33000,otro,Entregar en portería,6,Jun,6,24,24,1,2,1,0,1,10,33000.0,1,transferencia,confirmado,0.0,1.0,1,1,33000,whatsapp,empresa,343,0.0,33000.0,0.193443,0.211538,0.0,0.608247,0.0,0.0,0.75,0.25,0.193443,2,1,4,0,0,2
416,15,145,PED-20240615-416,2025-06-15,09:30:00,entregado,105000,whatsapp,,6,Jun,6,24,24,1,2,1,0,1,9,105000.0,1,transferencia,confirmado,0.0,1.0,3,1,105000,whatsapp,individual,337,0.0,35000.0,0.665574,0.673077,0.0,0.649485,0.2,0.0,0.5,0.035714,0.665574,2,2,4,0,1,2
417,23,145,PED-20240615-417,2025-06-15,09:00:00,entregado,56000,whatsapp,Decorar la caja,6,Jun,6,24,24,1,2,1,0,1,9,56000.0,1,efectivo,confirmado,0.0,0.0,2,1,56000,whatsapp,empresa,355,0.0,28000.0,0.344262,0.358974,0.0,0.505155,0.1,0.0,0.5,0.678571,0.344262,2,2,2,0,0,2
418,11,145,PED-20240615-418,2025-06-15,11:00:00,entregado,64000,whatsapp,Para regalo,6,Jun,6,24,24,1,2,1,0,1,11,64000.0,1,daviplata,confirmado,0.0,1.0,8,4,64000,whatsapp,individual,336,0.0,8000.0,0.396721,0.410256,0.0,0.092784,0.7,1.0,1.0,0.0,0.396721,2,2,0,0,1,2
419,3,145,PED-20240615-419,2025-06-15,07:00:00,entregado,52000,whatsapp,Con tarjeta feliz cumpleaños,6,Jun,6,24,24,1,2,1,0,1,7,52000.0,1,nequi,rechazado,1.0,1.0,2,1,52000,otro,individual,358,0.0,26000.0,0.318033,0.333333,0.0,0.463918,0.1,0.0,0.0,0.785714,0.318033,2,2,3,2,1,0
420,5,145,PED-20240615-420,2025-06-15,09:00:00,entregado,28000,manual,Para regalo,6,Jun,6,24,24,1,2,1,0,1,9,28000.0,1,transferencia,confirmado,0.0,1.0,1,1,28000,whatsapp,individual,349,0.0,28000.0,0.160656,0.179487,0.0,0.505155,0.0,0.0,0.5,0.464286,0.160656,2,0,4,0,1,2
421,1,145,PED-20240615-421,2025-06-15,08:00:00,entregado,52000,otro,,6,Jun,6,24,24,1,2,1,0,1,8,52000.0,1,transferencia,pendiente,1.0,1.0,2,1,52000,whatsapp,individual,360,0.0,26000.0,0.318033,0.333333,0.0,0.463918,0.1,0.0,0.25,0.857143,0.318033,2,1,4,1,1,2
422,6,146,PED-20240616-422,2025-06-16,11:30:00,entregado,65000,whatsapp,,6,Jun,0,25,25,0,2,0,0,1,11,65000.0,1,transferencia,confirmado,0.0,1.0,3,2,65000,presencial,individual,358,0.0,21666.67,0.403279,0.416667,0.0,0.374571,0.2,0.333333,1.0,0.785714,0.403279,2,2,4,0,1,1
423,20,146,PED-20240616-423,2025-06-16,07:30:00,entregado,33000,manual,,6,Jun,0,25,25,0,2,0,0,1,7,33000.0,1,transferencia,confirmado,0.0,1.0,5,3,33000,whatsapp,individual,340,0.0,6600.0,0.193443,0.211538,0.0,0.063918,0.4,0.666667,0.0,0.142857,0.193443,2,0,4,0,1,2
424,14,146,PED-20240616-424,2025-06-16,09:30:00,entregado,84000,whatsapp,Con tarjeta feliz cumpleaños,6,Jun,0,25,25,0,2,0,0,1,9,84000.0,1,daviplata,confirmado,0.0,1.0,3,1,84000,whatsapp,individual,359,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.5,0.821429,0.527869,2,2,0,0,1,2
425,3,146,PED-20240616-425,2025-06-16,11:30:00,entregado,84000,whatsapp,Para regalo,6,Jun,0,25,25,0,2,0,0,1,11,84000.0,1,transferencia,confirmado,0.0,1.0,3,1,84000,otro,individual,358,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,1.0,0.785714,0.527869,2,2,4,0,1,0
426,24,146,PED-20240616-426,2025-06-16,07:00:00,entregado,26000,whatsapp,Pago contra entrega,6,Jun,0,25,25,0,2,0,0,1,7,26000.0,1,transferencia,confirmado,0.0,1.0,1,1,26000,whatsapp,empresa,364,0.0,26000.0,0.147541,0.166667,0.0,0.463918,0.0,0.0,0.0,1.0,0.147541,2,2,4,0,0,2
427,10,146,PED-20240616-427,2025-06-16,10:00:00,entregado,49000,whatsapp,Decorar la caja,6,Jun,0,25,25,0,2,0,0,1,10,49000.0,1,nequi,pendiente,1.0,1.0,2,2,49000,whatsapp,individual,345,0.0,24500.0,0.298361,0.314103,0.0,0.43299,0.1,0.333333,0.75,0.321429,0.298361,2,2,3,1,1,2
428,25,146,PED-20240616-428,2025-06-16,07:00:00,entregado,22500,whatsapp,Para regalo,6,Jun,0,25,25,0,2,0,0,1,7,22500.0,1,efectivo,confirmado,0.0,0.0,3,1,22500,whatsapp,empresa,343,0.0,7500.0,0.12459,0.144231,0.0,0.082474,0.2,0.0,0.0,0.25,0.12459,2,2,2,0,0,2
429,19,146,PED-20240616-429,2025-06-16,08:00:00,entregado,24000,whatsapp,Decorar la caja,6,Jun,0,25,25,0,2,0,0,1,8,24000.0,1,transferencia,confirmado,0.0,1.0,3,1,24000,whatsapp,individual,337,0.0,8000.0,0.134426,0.153846,0.0,0.092784,0.2,0.0,0.25,0.035714,0.134426,2,2,4,0,1,2
430,7,146,PED-20240616-430,2025-06-16,07:00:00,entregado,78000,whatsapp,Entregar en portería,6,Jun,0,25,25,0,2,0,0,1,7,78000.0,1,nequi,rechazado,1.0,1.0,3,1,78000,otro,individual,350,0.0,26000.0,0.488525,0.5,0.0,0.463918,0.2,0.0,0.0,0.5,0.488525,2,2,3,2,1,0
431,8,146,PED-20240616-431,2025-06-16,11:30:00,entregado,36500,whatsapp,,6,Jun,0,25,25,0,2,0,0,1,11,36500.0,1,daviplata,pendiente,1.0,1.0,5,3,36500,presencial,individual,345,0.0,7300.0,0.216393,0.233974,0.0,0.078351,0.4,0.666667,1.0,0.321429,0.216393,2,2,0,1,1,1
432,6,147,PED-20240617-432,2025-06-17,10:00:00,entregado,33000,manual,Decorar la caja,6,Jun,1,25,25,0,2,0,0,1,10,33000.0,1,transferencia,rechazado,1.0,1.0,4,3,33000,presencial,individual,358,0.0,8250.0,0.193443,0.211538,0.0,0.097938,0.3,0.666667,0.75,0.785714,0.193443,2,0,4,2,1,1
433,10,147,PED-20240617-433,2025-06-17,10:00:00,entregado,35500,whatsapp,Con tarjeta feliz cumpleaños,6,Jun,1,25,25,0,2,0,0,1,10,35500.0,1,efectivo,pendiente,1.0,0.0,2,2,35500,whatsapp,individual,345,0.0,17750.0,0.209836,0.227564,0.0,0.293814,0.1,0.333333,0.75,0.321429,0.209836,2,2,2,1,1,2
434,9,148,PED-20240618-434,2025-06-18,10:00:00,entregado,56000,whatsapp,Pago contra entrega,6,Jun,2,25,25,0,2,0,0,1,10,56000.0,1,nequi,confirmado,0.0,1.0,2,1,56000,whatsapp,individual,349,0.0,28000.0,0.344262,0.358974,0.0,0.505155,0.1,0.0,0.75,0.464286,0.344262,2,2,3,0,1,2
435,14,149,PED-20240619-435,2025-06-19,11:30:00,desconocido,33000,whatsapp,Pago contra entrega,6,Jun,3,25,25,0,2,0,0,0,11,33000.0,1,efectivo,confirmado,0.0,0.0,1,1,33000,whatsapp,individual,359,0.0,33000.0,0.193443,0.211538,0.0,0.608247,0.0,0.0,1.0,0.821429,0.193443,1,2,2,0,1,2
436,9,149,PED-20240619-436,2025-06-19,11:00:00,entregado,104000,manual,,6,Jun,3,25,25,0,2,0,0,1,11,104000.0,1,nequi,confirmado,0.0,1.0,2,1,104000,whatsapp,individual,349,0.0,52000.0,0.659016,0.666667,0.0,1.0,0.1,0.0,1.0,0.464286,0.659016,2,0,3,0,1,2
437,18,149,PED-20240619-437,2025-06-19,08:30:00,entregado,17000,whatsapp,Decorar la caja,6,Jun,3,25,25,0,2,0,0,1,8,17000.0,1,nequi,confirmado,0.0,1.0,2,2,17000,whatsapp,individual,336,0.0,8500.0,0.088525,0.108974,0.0,0.103093,0.1,0.333333,0.25,0.0,0.088525,2,2,3,0,1,2
438,5,150,PED-20240620-438,2025-06-20,10:30:00,entregado,35000,whatsapp,Para regalo,6,Jun,4,25,25,0,2,0,0,1,10,35000.0,1,daviplata,confirmado,0.0,1.0,1,1,35000,whatsapp,individual,349,0.0,35000.0,0.206557,0.224359,0.0,0.649485,0.0,0.0,0.75,0.464286,0.206557,2,2,0,0,1,2
439,18,150,PED-20240620-439,2025-06-20,08:00:00,entregado,43500,whatsapp,,6,Jun,4,25,25,0,2,0,0,1,8,43500.0,1,nequi,confirmado,0.0,1.0,5,2,43500,whatsapp,individual,336,0.0,8700.0,0.262295,0.278846,0.0,0.107216,0.4,0.333333,0.25,0.0,0.262295,2,2,3,0,1,2
440,19,151,PED-20240621-440,2025-06-21,09:30:00,entregado,60500,whatsapp,Decorar la caja,6,Jun,5,25,25,1,2,0,0,1,9,60500.0,1,daviplata,pendiente,1.0,1.0,8,4,60500,whatsapp,individual,337,0.0,7562.5,0.37377,0.387821,0.0,0.083763,0.7,1.0,0.5,0.035714,0.37377,2,2,0,1,1,2
441,24,151,PED-20240621-441,2025-06-21,09:00:00,desconocido,37000,whatsapp,Para regalo,6,Jun,5,25,25,1,2,0,0,0,9,37000.0,1,daviplata,confirmado,0.0,1.0,2,2,37000,whatsapp,empresa,364,0.0,18500.0,0.219672,0.237179,0.0,0.309278,0.1,0.333333,0.5,1.0,0.219672,1,2,0,0,0,2
442,9,151,PED-20240621-442,2025-06-21,07:00:00,entregado,80000,whatsapp,Para regalo,6,Jun,5,25,25,1,2,0,0,1,7,80000.0,1,transferencia,confirmado,0.0,1.0,2,1,80000,whatsapp,individual,349,0.0,40000.0,0.501639,0.512821,0.0,0.752577,0.1,0.0,0.0,0.464286,0.501639,2,2,4,0,1,2
443,3,152,PED-20240622-443,2025-06-22,11:00:00,entregado,52000,whatsapp,Entregar en portería,6,Jun,6,25,25,1,2,0,0,1,11,52000.0,1,transferencia,confirmado,0.0,1.0,2,1,52000,otro,individual,358,0.0,26000.0,0.318033,0.333333,0.0,0.463918,0.1,0.0,1.0,0.785714,0.318033,2,2,4,0,1,0
444,17,152,PED-20240622-444,2025-06-22,07:00:00,entregado,43000,whatsapp,Llamar antes,6,Jun,6,25,25,1,2,0,0,1,7,43000.0,1,nequi,confirmado,0.0,1.0,3,2,43000,whatsapp,individual,338,0.0,14333.33,0.259016,0.275641,0.0,0.223368,0.2,0.333333,0.0,0.071429,0.259016,2,2,3,0,1,2
445,7,152,PED-20240622-445,2025-06-22,11:30:00,entregado,50000,whatsapp,,6,Jun,6,25,25,1,2,0,0,1,11,50000.0,1,nequi,confirmado,0.0,1.0,6,3,50000,otro,individual,350,0.0,8333.33,0.304918,0.320513,0.0,0.099656,0.5,0.666667,1.0,0.5,0.304918,2,2,3,0,1,0
446,9,153,PED-20240624-446,2025-06-24,10:30:00,entregado,56000,whatsapp,,6,Jun,1,26,26,0,2,0,0,1,10,56000.0,1,nequi,confirmado,0.0,1.0,2,1,56000,whatsapp,individual,349,0.0,28000.0,0.344262,0.358974,0.0,0.505155,0.1,0.0,0.75,0.464286,0.344262,2,2,3,0,1,2
447,4,153,PED-20240624-447,2025-06-24,08:00:00,desconocido,40000,whatsapp,,6,Jun,1,26,26,0,2,0,0,0,8,40000.0,1,nequi,confirmado,0.0,1.0,1,1,40000,whatsapp,individual,337,0.0,40000.0,0.239344,0.25641,0.0,0.752577,0.0,0.0,0.25,0.035714,0.239344,1,2,3,0,1,2
448,19,154,PED-20240625-448,2025-06-25,10:00:00,entregado,52000,otro,Llamar antes,6,Jun,2,26,26,0,2,0,0,1,10,52000.0,1,transferencia,confirmado,0.0,1.0,1,1,52000,whatsapp,individual,337,0.0,52000.0,0.318033,0.333333,0.0,1.0,0.0,0.0,0.75,0.035714,0.318033,2,1,4,0,1,2
449,3,154,PED-20240625-449,2025-06-25,10:30:00,entregado,104000,whatsapp,Llamar antes,6,Jun,2,26,26,0,2,0,0,1,10,104000.0,1,nequi,confirmado,0.0,1.0,2,1,104000,otro,individual,358,0.0,52000.0,0.659016,0.666667,0.0,1.0,0.1,0.0,0.75,0.785714,0.659016,2,2,3,0,1,0
450,12,154,PED-20240625-450,2025-06-25,08:30:00,entregado,44000,whatsapp,Pago contra entrega,6,Jun,2,26,26,0,2,0,0,1,8,44000.0,1,nequi,pendiente,1.0,1.0,3,2,44000,whatsapp,individual,353,0.0,14666.67,0.265574,0.282051,0.0,0.230241,0.2,0.333333,0.25,0.607143,0.265574,2,2,3,1,1,2
451,15,155,PED-20240626-451,2025-06-26,10:30:00,entregado,84000,whatsapp,Decorar la caja,6,Jun,3,26,26,0,2,0,0,1,10,84000.0,1,transferencia,confirmado,0.0,1.0,3,1,84000,whatsapp,individual,337,0.0,28000.0,0.527869,0.538462,0.0,0.505155,0.2,0.0,0.75,0.035714,0.527869,2,2,4,0,1,2
452,1,155,PED-20240626-452,2025-06-26,08:30:00,entregado,13500,whatsapp,,6,Jun,3,26,26,0,2,0,0,1,8,13500.0,1,transferencia,confirmado,0.0,1.0,3,1,13500,whatsapp,individual,360,0.0,4500.0,0.065574,0.086538,0.0,0.020619,0.2,0.0,0.25,0.857143,0.065574,2,2,4,0,1,2
453,7,155,PED-20240626-453,2025-06-26,11:00:00,entregado,30500,whatsapp,Pago contra entrega,6,Jun,3,26,26,0,2,0,0,1,11,30500.0,1,efectivo,rechazado,1.0,0.0,2,2,30500,otro,individual,350,0.0,15250.0,0.177049,0.195513,0.0,0.242268,0.1,0.333333,1.0,0.5,0.177049,2,2,2,2,1,0
454,2,156,PED-20240627-454,2025-06-27,07:30:00,entregado,45000,whatsapp,,6,Jun,4,26,26,0,2,0,0,1,7,45000.0,1,daviplata,confirmado,0.0,1.0,3,2,45000,otro,individual,362,0.0,15000.0,0.272131,0.288462,0.0,0.237113,0.2,0.333333,0.0,0.928571,0.272131,2,2,0,0,1,0
455,4,156,PED-20240627-455,2025-06-27,11:00:00,entregado,56000,whatsapp,Decorar la caja,6,Jun,4,26,26,0,2,0,0,1,11,56000.0,1,nequi,confirmado,0.0,1.0,2,1,56000,whatsapp,individual,337,0.0,28000.0,0.344262,0.358974,0.0,0.505155,0.1,0.0,1.0,0.035714,0.344262,2,2,3,0,1,2
456,22,156,PED-20240627-456,2025-06-27,10:00:00,entregado,18000,whatsapp,Pago contra entrega,6,Jun,4,26,26,0,2,0,0,1,10,18000.0,1,daviplata,pendiente,1.0,1.0,2,1,18000,otro,empresa,360,0.0,9000.0,0.095082,0.115385,0.0,0.113402,0.1,0.0,0.75,0.857143,0.095082,2,2,0,1,0,0
457,18,157,PED-20240628-457,2025-06-28,08:30:00,entregado,78000,whatsapp,,6,Jun,5,26,26,1,2,0,0,1,8,78000.0,1,daviplata,confirmado,0.0,1.0,3,1,78000,whatsapp,individual,336,0.0,26000.0,0.488525,0.5,0.0,0.463918,0.2,0.0,0.25,0.0,0.488525,2,2,0,0,1,2
458,6,157,PED-20240628-458,2025-06-28,08:00:00,entregado,52000,whatsapp,Llamar antes,6,Jun,5,26,26,1,2,0,0,1,8,52000.0,1,nequi,confirmado,0.0,1.0,2,1,52000,presencial,individual,358,0.0,26000.0,0.318033,0.333333,0.0,0.463918,0.1,0.0,0.25,0.785714,0.318033,2,2,3,0,1,1
459,8,158,PED-20240629-459,2025-06-29,10:00:00,entregado,105000,whatsapp,Decorar la caja,6,Jun,6,26,26,1,2,0,0,1,10,105000.0,1,transferencia,pendiente,1.0,1.0,3,1,105000,presencial,individual,345,0.0,35000.0,0.665574,0.673077,0.0,0.649485,0.2,0.0,0.75,0.321429,0.665574,2,2,4,1,1,1
460,9,158,PED-20240629-460,2025-06-29,08:30:00,entregado,34500,whatsapp,Para regalo,6,Jun,6,26,26,1,2,0,0,1,8,34500.0,1,nequi,confirmado,0.0,1.0,2,2,34500,whatsapp,individual,349,0.0,17250.0,0.203279,0.221154,0.0,0.283505,0.1,0.333333,0.25,0.464286,0.203279,2,2,3,0,1,2
461,13,158,PED-20240629-461,2025-06-29,07:30:00,entregado,57000,whatsapp,Con tarjeta feliz cumpleaños,6,Jun,6,26,26,1,2,0,0,1,7,57000.0,1,daviplata,confirmado,0.0,1.0,7,3,57000,whatsapp,individual,345,0.0,8142.86,0.35082,0.365385,0.0,0.095729,0.6,0.666667,0.0,0.321429,0.35082,2,2,0,0,1,2
462,3,158,PED-20240629-462,2025-06-29,11:30:00,entregado,105000,whatsapp,Con tarjeta feliz cumpleaños,6,Jun,6,26,26,1,2,0,0,1,11,105000.0,1,efectivo,pendiente,1.0,0.0,3,1,105000,otro,individual,358,0.0,35000.0,0.665574,0.673077,0.0,0.649485,0.2,0.0,1.0,0.785714,0.665574,2,2,2,1,1,0
463,1,159,PED-20240701-463,2025-07-01,07:00:00,entregado,26000,whatsapp,Con tarjeta feliz cumpleaños,7,Jul,1,27,27,0,3,0,0,1,7,26000.0,1,transferencia,confirmado,0.0,1.0,1,1,26000,whatsapp,individual,360,0.0,26000.0,0.147541,0.166667,0.0,0.463918,0.0,0.0,0.0,0.857143,0.147541,2,2,4,0,1,2
464,20,160,PED-20240702-464,2025-07-02,09:00:00,entregado,33000,whatsapp,Llamar antes,7,Jul,2,27,27,0,3,0,0,1,9,33000.0,1,nequi,confirmado,0.0,1.0,1,1,33000,whatsapp,individual,340,0.0,33000.0,0.193443,0.211538,0.0,0.608247,0.0,0.0,0.5,0.142857,0.193443,2,2,3,0,1,2
465,18,160,PED-20240702-465,2025-07-02,07:00:00,entregado,46500,whatsapp,,7,Jul,2,27,27,0,3,0,0,1,7,46500.0,1,nequi,confirmado,0.0,1.0,2,2,46500,whatsapp,individual,336,0.0,23250.0,0.281967,0.298077,0.0,0.407216,0.1,0.333333,0.0,0.0,0.281967,2,2,3,0,1,2
466,25,160,PED-20240702-466,2025-07-02,09:30:00,entregado,35500,whatsapp,Para regalo,7,Jul,2,27,27,0,3,0,0,1,9,35500.0,1,nequi,confirmado,0.0,1.0,5,3,35500,whatsapp,empresa,343,0.0,7100.0,0.209836,0.227564,0.0,0.074227,0.4,0.666667,0.5,0.25,0.209836,2,2,3,0,0,2
467,19,161,PED-20240703-467,2025-07-03,11:00:00,entregado,40000,whatsapp,Llamar antes,7,Jul,3,27,27,0,3,0,0,1,11,40000.0,1,efectivo,confirmado,0.0,0.0,1,1,40000,whatsapp,individual,337,0.0,40000.0,0.239344,0.25641,0.0,0.752577,0.0,0.0,1.0,0.035714,0.239344,2,2,2,0,1,2
